season,playerId,firstName,lastName,avgPoints,avgRebounds,avgAssists
1946-47,76137,"Moe","Becker",2.00,0.00,0.00
1946-47,76254,"Al","Brightman",10.42,0.00,0.00
1946-47,76255,"Audley","Brindley",0.50,0.00,0.00
1946-47,76322,"Tommy","Byrnes",8.50,0.00,0.00
1946-47,76408,"Marion","Cluggish",6.50,0.00,0.00
1946-47,76432,"Chuck","Connors",3.73,0.00,0.00
1946-47,76470,"Hal","Crisler",0.00,0.00,0.00
1946-47,76498,"Howie","Dallmar",8.17,0.00,0.00
1946-47,76653,"Don","Eliason",0.00,0.00,0.00
1946-47,76706,"Bill","Fenley",4.43,0.00,0.00
1946-47,76720,"Bob","Fitzgerald",1.33,0.00,0.00
1946-47,76721,"Jerry","Fleishman",5.08,0.00,0.00
1946-47,76757,"Frido","Frey",2.00,0.00,0.00
1946-47,76764,"Joe","Fulks",20.58,0.00,0.00
1946-47,76780,"Jack","Garfinkel",5.25,0.00,0.00
1946-47,76836,"Leo","Gottlieb",4.09,0.00,0.00
1946-47,76863,"Wyndol","Gray",5.89,0.00,0.00
1946-47,76909,"Matt","Guokas",3.13,0.00,0.00
1946-47,77011,"Sidney","Hertzberg",6.00,0.00,0.00
1946-47,77027,"Art","Hillhouse",4.92,0.00,0.00
1946-47,77031,"Mel","Hirsch",2.67,0.00,0.00
1946-47,77035,"Adolph","Hoefer",6.43,0.00,0.00
1946-47,77221,"Ralph","Kaplowitz",7.58,0.00,0.00
1946-47,77222,"Tony","Kappen",4.67,0.00,0.00
1946-47,77237,"Gerard","Kelly",6.33,0.00,0.00
1946-47,77291,"Lee","Knorek",13.50,0.00,0.00
1946-47,77304,"Harold","Kottman",2.33,0.00,0.00
1946-47,77453,"Frank","Mangiapane",2.00,0.00,0.00
1946-47,77598,"Nat","Militzok",2.56,0.00,0.00
1946-47,77660,"Bob","Mullens",2.50,0.00,0.00
1946-47,77671,"John","Murphy",2.00,0.00,0.00
1946-47,77672,"Dick","Murphy",1.00,0.00,0.00
1946-47,77677,"Angelo","Musi",9.17,0.00,0.00
1946-47,77793,"John","Palmer",10.63,0.00,0.00
1946-47,78017,"Alexander","Rosenberg",3.22,0.00,0.00
1946-47,78019,"Hank","Rosenstein",4.40,0.00,0.00
1946-47,78043,"Jerry","Rullo",1.78,0.00,0.00
1946-47,78078,"Ossie","Schectman",7.00,0.00,0.00
1946-47,78115,"George","Senesky",6.75,0.00,0.00
1946-47,78131,"Fred","Sheffield",1.25,0.00,0.00
1946-47,78153,"Connie","Simmons",9.17,0.00,0.00
1946-47,78154,"Johnny","Simmons",4.67,0.00,0.00
1946-47,78226,"Art","Spector",5.40,0.00,0.00
1946-47,78276,"Stan","Stutz",9.58,0.00,0.00
1946-47,78401,"Butch","Van Breda Kolff",3.00,0.00,0.00
1946-47,78411,"Virgil","Vaughn",4.00,0.00,0.00
1946-47,78443,"Michael","Wallace",5.40,0.00,0.00
1947-48,76139,"Hank","Beenders",1.00,0.00,0.00
1947-48,76188,"Mike","Bloom",8.50,0.00,0.00
1947-48,76243,"Carl","Braun",14.25,0.00,0.00
1947-48,76285,"Stan","Brown",4.14,0.00,0.14
1947-48,76322,"Tommy","Byrnes",5.73,0.00,0.00
1947-48,76432,"Chuck","Connors",0.00,0.00,0.00
1947-48,76479,"Francis","Crossin",1.93,0.00,0.07
1947-48,76498,"Howie","Dallmar",10.56,0.00,0.19
1947-48,76649,"Eddie","Ehlers",5.69,0.00,0.00
1947-48,76721,"Jerry","Fleishman",7.88,0.00,0.19
1947-48,76764,"Joe","Fulks",22.29,0.00,0.07
1947-48,76780,"Jack","Garfinkel",5.79,0.00,0.29
1947-48,76836,"Leo","Gottlieb",6.70,0.00,0.00
1947-48,76918,"Chuck","Halbert",11.67,0.00,0.08
1947-48,76935,"Cecil","Hankins",1.13,0.00,0.00
1947-48,77014,"Jack","Hewson",2.33,0.00,0.00
1947-48,77027,"Art","Hillhouse",3.25,0.00,0.25
1947-48,77035,"Adolph","Hoefer",2.00,0.00,0.00
1947-48,77048,"Dick","Holub",9.56,0.00,0.06
1947-48,77120,"John","Janisch",1.00,0.00,0.00
1947-48,77221,"Ralph","Kaplowitz",4.19,0.00,0.00
1947-48,77291,"Lee","Knorek",6.13,0.00,0.19
1947-48,77322,"Ray","Kuka",6.44,0.00,0.13
1947-48,77462,"Saul","Mariaschin",6.71,0.00,0.00
1947-48,77665,"George","Munroe",3.29,0.00,0.00
1947-48,77677,"Angelo","Musi",5.21,0.00,0.07
1947-48,77723,"Paul","Noel",2.50,0.00,0.00
1947-48,77735,"Stan","Noszka",4.63,0.00,0.00
1947-48,77744,"Bob","O'Brien",1.43,0.00,0.00
1947-48,77793,"John","Palmer",13.00,0.00,0.06
1947-48,77958,"Mel","Riebe",9.50,0.00,0.06
1947-48,78002,"Jack","Rocker",2.00,0.00,0.33
1947-48,78050,"Ed","Sadowski",19.75,0.00,0.06
1947-48,78051,"Kenny","Sailors",4.00,0.00,0.00
1947-48,78115,"George","Senesky",7.00,0.00,0.14
1947-48,78153,"Connie","Simmons",7.92,0.00,0.00
1947-48,78226,"Art","Spector",3.81,0.00,0.00
1947-48,78275,"Gene","Stump",3.21,0.00,0.00
1947-48,78276,"Stan","Stutz",4.75,0.00,0.19
1947-48,78291,"Sid","Tannenbaum",9.25,0.00,0.00
1947-48,78401,"Butch","Van Breda Kolff",4.60,0.00,0.00
1948-49,76060,"Paul","Armstrong",8.13,0.00,0.00
1948-49,76080,"Johnny","Bach",4.93,0.00,0.00
1948-49,76139,"Hank","Beenders",2.00,0.00,0.00
1948-49,76171,"Gale","Bishop",7.77,0.00,0.00
1948-49,76173,"Charlie","Black",5.75,0.00,0.00
1948-49,76188,"Mike","Bloom",3.55,0.00,0.00
1948-49,76207,"Jake","Bornheimer",6.00,0.00,0.00
1948-49,76243,"Carl","Braun",13.60,0.00,0.00
1948-49,76322,"Tommy","Byrnes",5.33,0.00,0.00
1948-49,76331,"Bill","Calhoun",5.96,0.00,0.00
1948-49,76344,"Don","Carlson",9.08,0.00,0.00
1948-49,76422,"Joe","Colone",7.67,0.00,0.00
1948-49,76473,"Dillard","Crocker",0.00,0.00,0.00
1948-49,76479,"Francis","Crossin",3.11,0.00,0.00
1948-49,76492,"Fran","Curran",3.72,0.00,0.00
1948-49,76498,"Howie","Dallmar",8.88,0.00,0.00
1948-49,76514,"Bob","Davies",14.37,0.00,0.00
1948-49,76582,"Bob","Doll",7.47,0.00,0.00
1948-49,76615,"Andy","Duncan",7.44,0.00,0.00
1948-49,76624,"Jack","Dwan",4.67,0.00,0.00
1948-49,76649,"Eddie","Ehlers",7.92,0.00,0.00
1948-49,76689,"Johnny","Ezersky",8.70,0.00,0.00
1948-49,76692,"Phil","Farbman",3.25,0.00,0.00
1948-49,76711,"Arnie","Ferrin",6.70,0.00,0.00
1948-49,76720,"Bob","Fitzgerald",1.50,0.00,0.00
1948-49,76721,"Jerry","Fleishman",5.15,0.00,0.00
1948-49,76738,"Donnie","Forman",3.55,0.00,0.00
1948-49,76764,"Joe","Fulks",25.00,0.00,0.00
1948-49,76773,"Harry","Gallatin",9.21,0.00,0.00
1948-49,76778,"Earl","Gardner",1.50,0.00,0.00
1948-49,76780,"Jack","Garfinkel",4.67,0.00,0.00
1948-49,76918,"Chuck","Halbert",8.44,0.00,0.00
1948-49,76920,"Bruce","Hale",7.56,0.00,0.00
1948-49,76927,"Ralph","Hamilton",6.50,0.00,0.00
1948-49,76982,"John W.","Hazen",2.33,0.00,0.00
1948-49,77004,"Bill","Henry",9.40,0.00,0.00
1948-49,77050,"Red","Holzman",8.74,0.00,0.00
1948-49,77116,"Gene","James",5.20,0.00,0.00
1948-49,77123,"Tony","Jaros",5.27,0.00,0.00
1948-49,77132,"Arnie","Johnson",8.93,0.00,0.00
1948-49,77211,"Johnny","Jorgensen",2.43,0.00,0.00
1948-49,77217,"Edwin","Kachan",1.13,0.00,0.00
1948-49,77218,"George","Kaftan",13.36,0.00,0.00
1948-49,77238,"Tom","Kelly",6.88,0.00,0.00
1948-49,77277,"Bob","Kinney",7.14,0.00,0.00
1948-49,77278,"Walt","Kirk",4.83,0.00,0.00
1948-49,77283,"Leo","Klier",6.16,0.00,0.00
1948-49,77291,"Lee","Knorek",7.30,0.00,0.00
1948-49,77322,"Ray","Kuka",2.67,0.00,0.00
1948-49,77375,"Andrew","Levane",4.00,0.00,0.00
1948-49,77417,"Al","Lucas",1.00,0.00,0.00
1948-49,77425,"Ray","Lumpp",11.92,0.00,0.00
1948-49,77443,"John","Mahnken",9.94,0.00,0.00
1948-49,77447,"Lionel","Malamed",2.25,0.00,0.00
1948-49,77529,"Mel","McGaha",3.29,0.00,0.00
1948-49,77622,"Leo","Mogus",10.25,0.00,0.00
1948-49,77642,"Elmo","Morgenthaler",1.56,0.00,0.00
1948-49,77677,"Angelo","Musi",8.19,0.00,0.00
1948-49,77717,"John","Niemiera",6.28,0.00,0.00
1948-49,77723,"Paul","Noel",5.71,0.00,0.00
1948-49,77734,"George","Nostrand",11.27,0.00,0.00
1948-49,77735,"Stan","Noszka",3.75,0.00,0.00
1948-49,77736,"Mike","Novak",5.52,0.00,0.00
1948-49,77744,"Bob","O'Brien",1.13,0.00,0.00
1948-49,77745,"Dermie","O'Connell",7.91,0.00,0.00
1948-49,77793,"John","Palmer",12.27,0.00,0.00
1948-49,77828,"Jake","Pelkington",10.17,0.00,0.00
1948-49,77867,"Jim","Pollard",13.65,0.00,0.00
1948-49,77889,"Roy","Pugh",1.14,0.00,0.00
1948-49,77958,"Mel","Riebe",12.31,0.00,0.00
1948-49,77967,"Arnie","Risen",15.96,0.00,0.00
1948-49,77968,"Goebel","Ritter",5.27,0.00,0.00
1948-49,77979,"Bill","Roberts",1.88,0.00,0.00
1948-49,78023,"Irv","Rothenberg",6.74,0.00,0.00
1948-49,78043,"Jerry","Rullo",3.31,0.00,0.00
1948-49,78050,"Ed","Sadowski",16.15,0.00,0.00
1948-49,78071,"Herm","Schaefer",9.56,0.00,0.00
1948-49,78114,"Jim","Seminoff",8.31,0.00,0.23
1948-49,78115,"George","Senesky",6.70,0.00,0.00
1948-49,78141,"Dick","Shrider",0.00,0.00,0.00
1948-49,78177,"Jack","Smiley",7.08,0.00,0.00
1948-49,78185,"Donald","Smith",1.25,0.00,0.00
1948-49,78226,"Art","Spector",5.37,0.00,0.00
1948-49,78275,"Gene","Stump",8.83,0.00,0.00
1948-49,78291,"Sid","Tannenbaum",7.64,0.00,0.00
1948-49,78357,"Irv","Torgoff",2.00,0.00,0.00
1948-49,78360,"Bob","Tough",9.14,0.00,0.00
1948-49,78363,"William","Towery",8.22,0.00,0.00
1948-49,78368,"Dick","Triptow",7.20,0.00,0.00
1948-49,78401,"Butch","Van Breda Kolff",6.44,0.00,0.00
1948-49,78453,"Bobby","Wanzer",9.96,0.00,0.00
1948-49,78573,"Ward","Williams",3.88,0.00,0.00
1948-49,600012,"George","Mikan",29.85,0.00,0.00
1949-50,76060,"Paul","Armstrong",6.91,0.00,0.09
1949-50,76173,"Charlie","Black",9.68,0.00,0.00
1949-50,76190,"Nelson","Bobb",4.00,0.00,0.00
1949-50,76207,"Jake","Bornheimer",4.75,0.00,0.06
1949-50,76210,"Vince","Boryla",9.17,0.00,0.55
1949-50,76243,"Carl","Braun",13.97,0.00,1.39
1949-50,76264,"Price","Brookfield",5.00,0.00,0.00
1949-50,76331,"Bill","Calhoun",8.38,0.00,0.22
1949-50,76344,"Don","Carlson",4.72,0.00,0.04
1949-50,76346,"Bob","Carpenter",9.26,0.00,0.16
1949-50,76373,"Al","Cervi",11.00,0.00,0.00
1949-50,76380,"John","Chaney",2.00,0.00,0.00
1949-50,76391,"Leroy","Chollet",2.64,0.00,0.00
1949-50,76414,"Jack","Coleman",8.63,0.00,0.14
1949-50,76452,"Ray","Corley",3.65,0.00,0.00
1949-50,76479,"Francis","Crossin",7.66,0.00,0.16
1949-50,76492,"Fran","Curran",5.85,0.00,0.00
1949-50,76514,"Bob","Davies",14.39,0.00,0.58
1949-50,76582,"Bob","Doll",7.44,0.00,0.00
1949-50,76585,"Harry","Donovan",6.46,0.00,0.07
1949-50,76615,"Andy","Duncan",4.47,0.00,0.06
1949-50,76636,"Thomas","Eddleman",11.79,0.00,0.00
1949-50,76677,"Gene","Englund",7.20,0.00,0.00
1949-50,76689,"Johnny","Ezersky",7.13,0.00,0.00
1949-50,76711,"Arnie","Ferrin",4.84,0.00,0.25
1949-50,76721,"Jerry","Fleishman",4.60,0.00,0.00
1949-50,76764,"Joe","Fulks",13.18,0.00,0.00
1949-50,76768,"Billy","Gabor",10.06,0.00,0.00
1949-50,76773,"Harry","Gallatin",12.29,0.00,0.18
1949-50,76779,"Vern","Gardner",12.72,0.00,0.13
1949-50,76808,"Dee","Gibson",5.08,0.00,0.00
1949-50,76823,"Norman","Glick",2.00,0.00,0.00
1949-50,76850,"Bud","Grant",2.38,0.00,0.00
1949-50,76907,"Al","Guokas",1.33,0.00,0.00
1949-50,76937,"Alex","Hannum",8.00,0.00,0.00
1949-50,76959,"Bob","Harris",7.50,0.00,0.06
1949-50,76962,"Bob","Harrison",5.34,0.00,0.29
1949-50,76967,"Billy","Hassett",3.20,0.00,0.13
1949-50,77004,"Bill","Henry",3.92,0.00,0.04
1949-50,77011,"Sidney","Hertzberg",9.12,0.00,0.26
1949-50,77050,"Red","Holzman",8.09,0.00,0.29
1949-50,77116,"Gene","James",2.55,0.00,0.09
1949-50,77123,"Tony","Jaros",3.57,0.00,0.03
1949-50,77132,"Arnie","Johnson",6.97,0.00,0.26
1949-50,77139,"David","Johnson",9.00,0.00,0.47
1949-50,77218,"George","Kaftan",10.19,0.00,0.19
1949-50,77249,"Jack","Kerris",7.71,0.00,0.29
1949-50,77277,"Bob","Kinney",11.21,0.00,0.10
1949-50,77278,"Walt","Kirk",9.00,0.00,0.00
1949-50,77283,"Leo","Klier",6.30,0.00,0.27
1949-50,77285,"Duane","Klueh",5.38,0.00,0.38
1949-50,77346,"Tony","Lavelli",9.00,0.00,0.00
1949-50,77366,"Ed","Leede",8.90,0.00,0.03
1949-50,77375,"Andrew","Levane",5.38,0.00,0.00
1949-50,77379,"Fred","Lewis",3.90,0.00,0.10
1949-50,77392,"Ron","Livingstone",6.77,0.00,0.08
1949-50,77425,"Ray","Lumpp",4.03,0.00,0.50
1949-50,77436,"Johnny","Macknowski",8.35,0.00,0.00
1949-50,77443,"John","Mahnken",6.19,0.00,0.00
1949-50,77480,"Slater","Martin",3.70,0.00,0.30
1949-50,77537,"Dick","McGuire",8.15,0.00,3.74
1949-50,77590,"Ed","Mikan",3.17,0.00,0.00
1949-50,77593,"Vern","Mikkelsen",12.23,0.00,0.26
1949-50,77622,"Leo","Mogus",9.66,0.00,0.14
1949-50,77659,"Joe","Mullaney",1.00,0.00,0.00
1949-50,77683,"Jerry","Nagel",1.80,0.00,0.60
1949-50,77713,"Jack","Nichols",14.00,0.00,0.00
1949-50,77717,"John","Niemiera",5.20,0.00,0.00
1949-50,77723,"Paul","Noel",4.10,0.00,0.20
1949-50,77724,"Jim","Nolan",2.67,0.00,0.00
1949-50,77734,"George","Nostrand",6.13,0.00,0.00
1949-50,77736,"Mike","Novak",2.36,0.00,0.00
1949-50,77745,"Dermie","O'Connell",6.44,0.00,0.06
1949-50,77758,"Johnny","Oldham",7.07,0.00,0.11
1949-50,77778,"Don","Otten",12.81,0.00,0.00
1949-50,77779,"Mac","Otten",6.00,0.00,0.00
1949-50,77783,"James","Owens",2.83,0.00,0.00
1949-50,77804,"Charlie","Parsley",4.33,0.00,0.00
1949-50,77821,"Johnny","Payak",2.25,0.00,0.00
1949-50,77834,"Warren","Perkins",5.83,0.00,0.00
1949-50,77841,"Ed","Peterson",7.68,0.00,0.00
1949-50,77867,"Jim","Pollard",14.54,0.00,0.40
1949-50,77913,"George","Ratkovicz",7.26,0.00,0.00
1949-50,77918,"Don","Ray",6.76,0.00,0.00
1949-50,77967,"Arnie","Risen",10.16,0.00,0.13
1949-50,77968,"Goebel","Ritter",5.45,0.00,0.24
1949-50,78043,"Jerry","Rullo",2.33,0.00,0.00
1949-50,78050,"Ed","Sadowski",9.13,0.00,0.00
1949-50,78063,"Frank","Saul",3.67,0.00,0.00
1949-50,78071,"Herm","Schaefer",4.57,0.00,0.43
1949-50,78075,"Fred","Schaus",13.71,0.00,0.15
1949-50,78076,"Dolph","Schayes",16.58,0.00,0.00
1949-50,78091,"Howie","Schultz",8.20,0.00,0.20
1949-50,78092,"Dick","Schulz",1.00,0.00,0.00
1949-50,78114,"Jim","Seminoff",4.27,0.00,0.03
1949-50,78115,"George","Senesky",9.12,0.00,0.32
1949-50,78117,"Paul","Seymour",6.37,0.00,0.00
1949-50,78124,"Howie","Shannon",8.29,0.00,0.15
1949-50,78153,"Connie","Simmons",11.50,0.00,0.93
1949-50,78226,"Art","Spector",1.00,0.00,0.00
1949-50,78275,"Gene","Stump",1.63,0.00,0.13
1949-50,78346,"Marko","Todorovich",13.93,0.00,0.00
1949-50,78401,"Butch","Van Breda Kolff",4.17,0.00,0.17
1949-50,78402,"Gene","Vance",8.88,0.00,0.00
1949-50,78405,"Ernie","Vandeweghe",9.91,0.00,1.00
1949-50,78422,"Whitey","Von Nieda",3.80,0.00,0.00
1949-50,78427,"Clint","Wager",2.23,0.00,0.10
1949-50,78434,"Brady","Walker",7.18,0.00,0.06
1949-50,78447,"Paul","Walther",1.71,0.00,0.00
1949-50,78453,"Bobby","Wanzer",11.54,0.00,0.29
1949-50,78521,"Murray","Wier",8.78,0.00,0.00
1949-50,600012,"George","Mikan",28.00,0.00,0.40
1950-51,76056,"Paul","Arizin",17.43,1.98,0.36
1950-51,76060,"Paul","Armstrong",4.96,0.04,0.04
1950-51,76129,"Ed","Beach",2.22,0.00,0.00
1950-51,76190,"Nelson","Bobb",2.55,0.10,0.17
1950-51,76209,"Costic","Borsavage",2.73,0.07,0.00
1950-51,76210,"Vince","Boryla",15.52,0.00,1.06
1950-51,76224,"Harry","Boykoff",7.63,0.00,0.19
1950-51,76250,"Frank","Brian",18.04,0.00,0.02
1950-51,76311,"Art","Burris",2.86,0.10,0.14
1950-51,76322,"Tommy","Byrnes",4.53,0.00,0.07
1950-51,76326,"Gerry","Calabrese",5.06,0.00,0.06
1950-51,76331,"Bill","Calhoun",7.81,0.00,0.04
1950-51,76346,"Bob","Carpenter",5.77,0.16,0.20
1950-51,76373,"Al","Cervi",8.54,0.00,0.27
1950-51,76391,"Leroy","Chollet",1.85,0.15,0.08
1950-51,76394,"Cal","Christensen",7.06,0.00,0.06
1950-51,76404,"Nat","Clifton",8.84,0.47,0.90
1950-51,76406,"Bill","Closs",8.21,0.71,0.42
1950-51,76414,"Jack","Coleman",11.83,0.00,0.21
1950-51,76442,"Chuck","Cooper",9.38,0.04,0.33
1950-51,76452,"Ray","Corley",3.87,0.00,0.00
1950-51,76514,"Bob","Davies",15.77,0.00,0.25
1950-51,76562,"Hank","DeZonie",4.00,0.00,0.00
1950-51,76584,"Bob","Donham",5.53,0.00,0.15
1950-51,76615,"Andy","Duncan",2.57,0.00,0.00
1950-51,76636,"Thomas","Eddleman",14.62,0.00,0.12
1950-51,76655,"Ray","Ellefson",1.33,0.00,0.00
1950-51,76711,"Arnie","Ferrin",5.16,0.00,0.08
1950-51,76744,"Larry","Foust",12.72,0.76,0.08
1950-51,76764,"Joe","Fulks",18.96,1.00,0.31
1950-51,76768,"Billy","Gabor",11.02,0.17,0.33
1950-51,76773,"Harry","Gallatin",12.06,0.64,1.30
1950-51,76779,"Vern","Gardner",5.32,0.71,0.29
1950-51,76797,"Ed","Gayda",3.90,0.00,0.00
1950-51,76850,"Bud","Grant",2.65,0.00,0.12
1950-51,76937,"Alex","Hannum",6.98,0.15,0.31
1950-51,76949,"John","Hargis",4.26,0.00,0.05
1950-51,76959,"Bob","Harris",5.62,0.49,0.10
1950-51,76962,"Bob","Harrison",5.82,0.00,0.26
1950-51,77007,"Clarence","Hermsen",7.92,0.00,0.00
1950-51,77011,"Sidney","Hertzberg",10.41,0.11,0.75
1950-51,77050,"Red","Holzman",7.56,0.00,0.19
1950-51,77090,"Joe","Hutton",2.17,0.00,0.02
1950-51,77116,"Gene","James",0.75,0.00,0.25
1950-51,77123,"Tony","Jaros",4.14,0.00,0.05
1950-51,77132,"Arnie","Johnson",8.85,0.00,0.19
1950-51,77139,"David","Johnson",8.48,0.14,0.68
1950-51,77212,"Noble","Jorgensen",10.08,0.10,0.13
1950-51,77218,"George","Kaftan",4.95,0.00,0.32
1950-51,77249,"Jack","Kerris",10.28,0.24,0.28
1950-51,77285,"Duane","Klueh",7.60,0.14,0.16
1950-51,77319,"Frank","Kudelka",4.85,0.00,0.20
1950-51,77346,"Tony","Lavelli",3.54,0.00,0.25
1950-51,77366,"Ed","Leede",6.92,0.00,0.27
1950-51,77392,"Ron","Livingstone",4.16,0.91,0.22
1950-51,77402,"Don","Lofgran",3.77,0.00,0.10
1950-51,77403,"Johnny","Logan",8.28,0.00,0.00
1950-51,77425,"Ray","Lumpp",7.15,0.00,0.71
1950-51,77429,"Ed","Macauley",21.04,1.36,0.83
1950-51,77436,"Johnny","Macknowski",7.34,0.02,0.15
1950-51,77443,"John","Mahnken",5.44,0.63,0.16
1950-51,77480,"Slater","Martin",8.74,0.02,0.28
1950-51,77537,"Dick","McGuire",8.46,0.30,3.04
1950-51,77546,"Horace","McKinney",7.04,0.11,0.11
1950-51,77559,"Joe","McNamee",2.59,0.00,0.03
1950-51,77572,"Dick","Mehen",6.67,0.06,0.03
1950-51,77590,"Ed","Mikan",8.76,1.56,0.06
1950-51,77593,"Vern","Mikkelsen",13.83,0.32,0.15
1950-51,77622,"Leo","Mogus",2.41,0.11,0.24
1950-51,77675,"Ken","Murray",9.92,0.33,0.33
1950-51,77713,"Jack","Nichols",11.67,0.00,0.00
1950-51,77723,"Paul","Noel",3.17,0.00,0.00
1950-51,77758,"Johnny","Oldham",8.22,0.30,0.14
1950-51,77773,"Kevin","O'Shea",4.50,0.00,0.09
1950-51,77778,"Don","Otten",8.58,0.58,0.11
1950-51,77797,"Estes","Parham",1.00,0.00,0.00
1950-51,77834,"Warren","Perkins",5.63,0.20,0.02
1950-51,77841,"Ed","Peterson",7.03,0.00,0.08
1950-51,77853,"Andy","Phillip",11.42,1.29,2.19
1950-51,77867,"Jim","Pollard",11.30,0.97,0.47
1950-51,77913,"George","Ratkovicz",12.56,0.86,0.44
1950-51,77959,"Jim","Riffey",3.96,0.00,0.00
1950-51,77967,"Arnie","Risen",15.76,0.26,0.11
1950-51,77968,"Goebel","Ritter",2.70,0.00,0.10
1950-51,78051,"Kenny","Sailors",2.75,0.00,0.00
1950-51,78063,"Frank","Saul",4.77,0.00,0.05
1950-51,78075,"Fred","Schaus",15.24,0.54,0.28
1950-51,78076,"Dolph","Schayes",17.98,8.70,0.94
1950-51,78082,"Herb","Scherer",3.80,0.00,0.00
1950-51,78094,"Freddie","Scolari",11.96,0.16,0.52
1950-51,78115,"George","Senesky",10.21,0.35,1.75
1950-51,78117,"Paul","Seymour",6.86,0.08,0.46
1950-51,78153,"Connie","Simmons",9.68,0.00,0.62
1950-51,78176,"Belus","Smawley",6.80,0.00,0.50
1950-51,78240,"Ed","Stanczak",2.75,0.00,0.00
1950-51,78346,"Marko","Todorovich",10.33,0.00,0.04
1950-51,78402,"Gene","Vance",4.77,0.00,0.00
1950-51,78405,"Ernie","Vandeweghe",6.88,0.00,1.41
1950-51,78434,"Brady","Walker",2.00,0.00,0.00
1950-51,78453,"Bobby","Wanzer",10.23,0.00,0.15
1950-51,78638,"Max","Zaslofsky",12.86,0.00,0.60
1950-51,600003,"Bob","Cousy",16.52,0.38,0.63
1950-51,600012,"George","Mikan",25.93,1.38,0.16
1951-52,76056,"Paul","Arizin",25.43,1.37,0.51
1951-52,76141,"Elmer","Behnke",4.00,0.00,0.00
1951-52,76173,"Charlie","Black",1.40,0.00,0.00
1951-52,76190,"Nelson","Bobb",4.98,0.24,0.50
1951-52,76210,"Vince","Boryla",11.71,0.00,0.47
1951-52,76214,"Don","Boven",10.45,0.00,0.12
1951-52,76238,"Bob","Brannum",5.31,0.61,0.51
1951-52,76250,"Frank","Brian",15.67,0.18,0.49
1951-52,76285,"Stan","Brown",3.75,0.00,0.00
1951-52,76298,"Walter","Budko",3.88,0.31,0.31
1951-52,76311,"Art","Burris",2.44,0.03,0.00
1951-52,76326,"Gerry","Calabrese",5.14,0.07,0.16
1951-52,76373,"Al","Cervi",7.31,0.07,0.67
1951-52,76394,"Cal","Christensen",3.50,0.00,0.06
1951-52,76404,"Nat","Clifton",10.45,1.65,0.82
1951-52,76406,"Bill","Closs",5.98,0.09,0.07
1951-52,76414,"Jack","Coleman",10.63,0.20,0.25
1951-52,76442,"Chuck","Cooper",8.22,0.94,1.08
1951-52,76473,"Dillard","Crocker",8.40,0.00,0.00
1951-52,76496,"Ed","Dahler",2.00,0.17,0.17
1951-52,76514,"Bob","Davies",15.56,0.02,0.66
1951-52,76551,"Nate","DeLong",3.62,0.00,0.00
1951-52,76565,"Dick","Dickey",3.13,0.20,0.43
1951-52,76584,"Bob","Donham",8.49,0.33,1.71
1951-52,76636,"Thomas","Eddleman",10.57,0.06,0.22
1951-52,76705,"Jake","Fendley",3.39,0.09,0.14
1951-52,76744,"Larry","Foust",15.61,1.27,0.06
1951-52,76745,"Jerry","Fowler",1.00,0.00,0.00
1951-52,76764,"Joe","Fulks",16.50,0.35,0.37
1951-52,76768,"Billy","Gabor",7.74,0.02,0.24
1951-52,76773,"Harry","Gallatin",11.47,0.29,0.29
1951-52,76779,"Vern","Gardner",6.40,0.25,0.25
1951-52,76937,"Alex","Hannum",5.71,0.00,0.00
1951-52,76959,"Bob","Harris",7.78,0.94,1.00
1951-52,76962,"Bob","Harrison",6.16,0.14,0.24
1951-52,77032,"Lew","Hitch",3.58,0.13,0.08
1951-52,77050,"Red","Holzman",4.12,0.00,0.10
1951-52,77089,"Mel","Hutchins",9.33,5.82,0.06
1951-52,77090,"Joe","Hutton",2.50,0.00,0.20
1951-52,77132,"Arnie","Johnson",9.73,0.14,0.10
1951-52,77139,"David","Johnson",7.65,0.27,0.53
1951-52,77169,"Neil","Johnston",5.66,0.98,0.12
1951-52,77212,"Noble","Jorgensen",8.14,0.04,0.10
1951-52,77218,"George","Kaftan",6.28,0.00,0.31
1951-52,77249,"Jack","Kerris",8.73,0.59,0.12
1951-52,77256,"Jack","Kiley",2.26,0.00,0.06
1951-52,77268,"George","King",10.39,0.08,0.98
1951-52,77278,"Walt","Kirk",10.56,0.00,0.00
1951-52,77425,"Ray","Lumpp",7.24,0.00,0.49
1951-52,77429,"Ed","Macauley",19.51,1.55,1.63
1951-52,77443,"John","Mahnken",2.72,0.28,0.45
1951-52,77480,"Slater","Martin",9.78,0.06,0.14
1951-52,77513,"John","McConathy",1.71,0.00,0.14
1951-52,77536,"Al","McGuire",3.85,0.00,0.36
1951-52,77537,"Dick","McGuire",8.94,0.00,1.84
1951-52,77546,"Horace","McKinney",4.67,0.57,0.92
1951-52,77559,"Joe","McNamee",0.72,0.00,0.00
1951-52,77572,"Dick","Mehen",10.50,0.00,0.22
1951-52,77590,"Ed","Mikan",7.45,0.51,0.25
1951-52,77593,"Vern","Mikkelsen",14.80,0.22,0.16
1951-52,77723,"Paul","Noel",1.00,0.00,0.00
1951-52,77773,"Kevin","O'Shea",5.59,0.00,0.15
1951-52,77775,"Wally","Osterkorn",7.49,1.65,0.29
1951-52,77778,"Don","Otten",12.02,1.12,0.02
1951-52,77783,"James","Owens",8.56,0.00,0.00
1951-52,77824,"Mel","Payton",2.37,0.09,0.09
